,Hydride Length,Material Orientation,Hydride Volume Fraction,Hydride Orientation,Hydride Spacing,Strain,Gumbel Mu,Gumbel Beta,Known Crack Strain
2017,1.3333333333333337e-05,0,10,60,1e-05,3.5,831907293.8126909,31009453.406283297,0.80225
2018,1.3333333333333337e-05,0,10,60,1e-05,3.75,852896351.8613166,31014252.9165051,0.80225
2019,1.3333333333333337e-05,0,10,60,1e-05,4.0,873361268.1381471,30680612.376505036,0.80225
2020,1.3333333333333337e-05,0,10,60,1e-05,4.25,892799567.3221517,30011692.20853908,0.80225
2021,1.3333333333333337e-05,0,10,60,1e-05,4.5,911269125.5670397,29320137.96992819,0.80225
2022,1.3333333333333337e-05,0,10,60,1e-05,4.75,928132591.7428539,28799512.35816504,0.80225
2023,1.3333333333333337e-05,0,10,60,1e-05,5.0,943758009.7583965,28546360.62130041,0.80225
2024,3e-05,0,10,60,1e-05,0.25,133216778.52918932,5688846.518915766,1.487
2025,3e-05,0,10,60,1e-05,0.5,266547378.2158022,11346155.61319244,1.487
2026,3e-05,0,10,60,1e-05,0.75,399921063.6534511,16975473.221385058,1.487
2027,3e-05,0,10,60,1e-05,1.0,526102156.80927706,18900851.677964825,1.487
2028,3e-05,0,10,60,1e-05,1.25,586067021.7474213,18206178.342198033,1.487
2029,3e-05,0,10,60,1e-05,1.5,617996572.2952043,19440369.56191029,1.487
2030,3e-05,0,10,60,1e-05,1.75,648925895.5961113,21000018.95262216,1.487
2031,3e-05,0,10,60,1e-05,2.0,677514328.4381493,22385627.782540474,1.487
2032,3e-05,0,10,60,1e-05,2.25,702704284.3359404,23299118.068108946,1.487
2033,3e-05,0,10,60,1e-05,2.5,724698257.0330336,24028522.122289967,1.487
2034,3e-05,0,10,60,1e-05,2.75,744421937.9115846,24376651.66458243,1.487
2035,3e-05,0,10,60,1e-05,3.0,763147854.5763495,24753263.414418563,1.487
2036,3e-05,0,10,60,1e-05,3.25,781485173.6876128,25161838.301745042,1.487
2037,3e-05,0,10,60,1e-05,3.5,800806403.6963713,25345730.793105714,1.487
2038,3e-05,0,10,60,1e-05,3.75,820681818.2942035,25267640.963345848,1.487
2039,3e-05,0,10,60,1e-05,4.0,840613320.9760889,24994102.999778777,1.487
2040,3e-05,0,10,60,1e-05,4.25,860602299.7172318,24637393.107837256,1.487
2041,3e-05,0,10,60,1e-05,4.5,879929745.2207291,24316704.989806548,1.487
2042,3e-05,0,10,60,1e-05,4.75,898000970.3451303,24245504.59976574,1.487
2043,3e-05,0,10,60,1e-05,5.0,914275084.9027809,24467641.507218294,1.487
2044,3e-05,0,10,60,5.000000000000001e-06,0.25,139996682.84500477,4362241.201321358,1.483
2045,3e-05,0,10,60,5.000000000000001e-06,0.5,280204751.6595566,8681017.487060482,1.483
2046,3e-05,0,10,60,5.000000000000001e-06,0.75,420485130.1223935,12951043.33478966,1.483
2047,3e-05,0,10,60,5.000000000000001e-06,1.0,555568270.9312583,15984376.976740217,1.483
2048,3e-05,0,10,60,5.000000000000001e-06,1.25,613977144.4315708,21986882.775682986,1.483
2049,3e-05,0,10,60,5.000000000000001e-06,1.5,644479930.0270275,27357826.096388135,1.483
2050,3e-05,0,10,60,5.000000000000001e-06,1.75,677299922.0087507,29477186.62978479,1.483
2051,3e-05,0,10,60,5.000000000000001e-06,2.0,706990199.474638,30729096.666647002,1.483
2052,3e-05,0,10,60,5.000000000000001e-06,2.25,732080560.2852397,32057986.57284893,1.483
2053,3e-05,0,10,60,5.000000000000001e-06,2.5,753017503.5965594,33327642.621579982,1.483
2054,3e-05,0,10,60,5.000000000000001e-06,2.75,770067375.7666172,34589278.79234465,1.483
2055,3e-05,0,10,60,5.000000000000001e-06,3.0,784100859.4100671,36601837.55935788,1.483
2056,3e-05,0,10,60,5.000000000000001e-06,3.25,796514987.2749985,38419204.41715188,1.483
2057,3e-05,0,10,60,5.000000000000001e-06,3.5,810752738.9368218,38985601.36505101,1.483
2058,3e-05,0,10,60,5.000000000000001e-06,3.75,827478992.5646211,38493316.75576629,1.483
2059,3e-05,0,10,60,5.000000000000001e-06,4.0,845461507.9852645,37534202.54271448,1.483
2060,3e-05,0,10,60,5.000000000000001e-06,4.25,863939075.7819638,36557297.48849291,1.483
2061,3e-05,0,10,60,5.000000000000001e-06,4.5,881873916.6239393,35676118.74244496,1.483
2062,3e-05,0,10,60,5.000000000000001e-06,4.75,898943840.7808136,35049855.59850352,1.483
2063,3e-05,0,10,60,5.000000000000001e-06,5.0,914044230.2350743,34608030.20138699,1.483
2064,5e-06,0,5,30,7.500000000000001e-06,0.25,118254428.47050014,3651866.3803320564,1.65375
2065,5e-06,0,5,30,7.500000000000001e-06,0.5,236330377.2501111,7304304.596703532,1.65375
2066,5e-06,0,5,30,7.500000000000001e-06,0.75,354087516.2650964,10953908.166512284,1.65375
2067,5e-06,0,5,30,7.500000000000001e-06,1.0,471519688.12071747,14558350.697704757,1.65375
2068,5e-06,0,5,30,7.500000000000001e-06,1.25,552740237.2862638,11229361.374762438,1.65375
2069,5e-06,0,5,30,7.500000000000001e-06,1.5,579610091.6901969,10785548.530122805,1.65375
2070,5e-06,0,5,30,7.500000000000001e-06,1.75,610475884.9944246,12099170.164445186,1.65375
2071,5e-06,0,5,30,7.500000000000001e-06,2.0,641940601.8290799,14010341.986009194,1.65375
2072,5e-06,0,5,30,7.500000000000001e-06,2.25,672803352.5761681,16262040.451604173,1.65375
2073,5e-06,0,5,30,7.500000000000001e-06,2.5,702130600.1441712,18879009.854015008,1.65375
2074,5e-06,0,5,30,7.500000000000001e-06,2.75,730407696.9581616,21361656.439513084,1.65375
2075,5e-06,0,5,30,7.500000000000001e-06,3.0,758087561.5860409,23434913.65197189,1.65375
2076,5e-06,0,5,30,7.500000000000001e-06,3.25,785006657.4120135,25018542.441390313,1.65375
2077,5e-06,0,5,30,7.500000000000001e-06,3.5,811203471.8292063,26148044.473229624,1.65375
2078,5e-06,0,5,30,7.500000000000001e-06,3.75,836633074.2961247,27191077.01804004,1.65375
2079,5e-06,0,5,30,7.500000000000001e-06,4.0,861904390.8174895,28187039.832911,1.65375
2080,5e-06,0,5,30,7.500000000000001e-06,4.25,886054497.2689669,29070934.0185903,1.65375
2081,5e-06,0,5,30,7.500000000000001e-06,4.5,907173714.8672756,29725873.482522704,1.65375
2082,5e-06,0,5,30,7.500000000000001e-06,4.75,924073911.9653022,30100084.711332455,1.65375
2083,5e-06,0,5,30,7.500000000000001e-06,5.0,938065549.5344669,30130833.06418601,1.65375
2084,5e-06,0,5,90,7.500000000000001e-06,0.25,137466767.82293314,5595354.224452751,3.34175
2085,5e-06,0,5,90,7.500000000000001e-06,0.5,274685578.96159965,11188050.160777748,3.34175
2086,5e-06,0,5,90,7.500000000000001e-06,0.75,411476650.49968,16779877.229832865,3.34175
2087,5e-06,0,5,90,7.500000000000001e-06,1.0,533043795.2025023,21302252.251806196,3.34175
2088,5e-06,0,5,90,7.500000000000001e-06,1.25,582258848.8809319,21461131.88105029,3.34175
2089,5e-06,0,5,90,7.500000000000001e-06,1.5,615094528.2741189,23168443.410835303,3.34175
2090,5e-06,0,5,90,7.500000000000001e-06,1.75,650522718.7547619,26583416.727794267,3.34175
2091,5e-06,0,5,90,7.500000000000001e-06,2.0,684594930.412935,30154135.566666972,3.34175
2092,5e-06,0,5,90,7.500000000000001e-06,2.25,715768712.0815406,33282965.2655977,3.34175
2093,5e-06,0,5,90,7.500000000000001e-06,2.5,745356742.8514729,36037812.737770654,3.34175
2094,5e-06,0,5,90,7.500000000000001e-06,2.75,773800374.3745939,38531719.19605248,3.34175
2095,5e-06,0,5,90,7.500000000000001e-06,3.0,800816287.4318113,40742424.5772509,3.34175
2096,5e-06,0,5,90,7.500000000000001e-06,3.25,827282006.4096112,42669635.17441134,3.34175
2097,5e-06,0,5,90,7.500000000000001e-06,3.5,852961635.4427556,44138985.013352,3.34175
2098,5e-06,0,5,90,7.500000000000001e-06,3.75,877574955.8699355,44983960.08623021,3.34175
2099,5e-06,0,5,90,7.500000000000001e-06,4.0,900343836.215845,45216645.71544218,3.34175
2100,5e-06,0,5,90,7.500000000000001e-06,4.25,920491282.0529389,44858453.2445043,3.34175
2101,5e-06,0,5,90,7.500000000000001e-06,4.5,939078147.4055448,44096204.167315386,3.34175
2102,5e-06,0,5,90,7.500000000000001e-06,4.75,956032563.3851359,43187098.8343406,3.34175
2103,5e-06,0,5,90,7.500000000000001e-06,5.0,971206064.9560182,42417965.04109791,3.34175
2104,5e-06,60,5,90,7.500000000000001e-06,0.25,149878547.91744936,6868543.985380039,1.50425
2105,5e-06,60,5,90,7.500000000000001e-06,0.5,299406469.1162813,13723311.473606486,1.50425
2106,5e-06,60,5,90,7.500000000000001e-06,0.75,446980926.3256469,19838197.389229134,1.50425
2107,5e-06,60,5,90,7.500000000000001e-06,1.0,550263596.2659721,19825912.69930066,1.50425
2108,5e-06,60,5,90,7.500000000000001e-06,1.25,605870890.0995731,17204588.118629705,1.50425
2109,5e-06,60,5,90,7.500000000000001e-06,1.5,644659145.177394,18589739.515430648,1.50425
2110,5e-06,60,5,90,7.500000000000001e-06,1.75,652801769.3860991,19066743.604443647,1.50425
2111,5e-06,60,5,90,7.500000000000001e-06,2.0,644379773.0736988,16375791.411802148,1.50425
2112,5e-06,60,5,90,7.500000000000001e-06,2.25,634568470.1466532,15884333.432957288,1.50425
2113,5e-06,60,5,90,7.500000000000001e-06,2.5,626450103.3701701,16342528.453666657,1.50425
2114,5e-06,60,5,90,7.500000000000001e-06,2.75,625420693.2318456,18380445.397441685,1.50425
2115,5e-06,60,5,90,7.500000000000001e-06,3.0,632290012.3849201,21861057.53249313,1.50425
2116,5e-06,60,5,90,7.500000000000001e-06,3.25,638985016.7260146,25401693.222372465,1.50425
2117,5e-06,60,5,90,7.500000000000001e-06,3.5,647408079.0134962,28473820.99803877,1.50425
2118,5e-06,60,5,90,7.500000000000001e-06,3.75,651325630.2839925,33170932.09773272,1.50425
2119,5e-06,60,5,90,7.500000000000001e-06,4.0,656209112.7024665,34609486.11967699,1.50425
2120,5e-06,60,5,90,7.500000000000001e-06,4.25,664702491.8346288,37835403.076650396,1.50425
2121,5e-06,60,5,90,7.500000000000001e-06,4.5,674366465.0057904,41370579.31733261,1.50425
2122,5e-06,60,5,90,7.500000000000001e-06,4.75,682817791.6018282,44514460.163540065,1.50425
2123,5e-06,60,5,90,7.500000000000001e-06,5.0,688058752.326196,48104105.32844275,1.50425
2124,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,0.25,233470867.63384664,6240891.624345012,1.38075
2125,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,0.5,466530178.3867411,12460077.830857137,1.38075
2126,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,0.75,581018602.7687423,16696135.100776942,1.38075
2127,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,1.0,615069252.6236508,17428836.694112018,1.38075
2128,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,1.25,643701812.6656685,18139298.081752166,1.38075
2129,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,1.5,667824985.2789884,20058814.77850213,1.38075
2130,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,1.75,674620187.307189,21215442.411291625,1.38075
2131,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,2.0,665148382.522609,17982002.395432264,1.38075
2132,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,2.25,659814161.8548908,17798404.827854775,1.38075
2133,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,2.5,656074340.1332247,19169704.205268756,1.38075
2134,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,2.75,654125159.6695875,21573759.15310923,1.38075
2135,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,3.0,657114354.708559,23597825.271560848,1.38075
2136,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,3.25,661368497.4668422,26837833.614553552,1.38075
2137,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,3.5,666890673.1158288,29498442.076316625,1.38075
2138,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,3.75,674516893.8565147,33316339.130097255,1.38075
2139,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,4.0,681743972.846089,36019474.614399314,1.38075
2140,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,4.25,686425309.7086515,39151743.43040259,1.38075
2141,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,4.5,696244036.9685361,42725812.295264676,1.38075
2142,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,4.75,702155123.8640863,45270491.46280621,1.38075
2143,2.1666666666666667e-05,60,5,90,7.500000000000001e-06,5.0,707261370.4900929,48504205.1432155,1.38075
2144,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,0.25,243806377.80286276,4604783.629712732,1.25175
2145,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,0.5,486952785.54810727,9055609.575435126,1.25175
2146,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,0.75,602110856.9234765,8466075.846907943,1.25175
2147,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,1.0,640865540.5005772,9435037.612802077,1.25175
2148,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,1.25,673662268.4358275,11514340.905798163,1.25175
2149,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,1.5,702473027.096487,13337206.80419928,1.25175
2150,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,1.75,708018901.4744359,12237060.628844623,1.25175
2151,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,2.0,692000797.8115246,10356220.986363003,1.25175
2152,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,2.25,682879293.4195974,13121447.665511945,1.25175
2153,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,2.5,686709510.6224451,18642853.174810056,1.25175
2154,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,2.75,696376584.0633057,23803065.15111687,1.25175
2155,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,3.0,707670468.9781792,28977291.735701803,1.25175
2156,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,3.25,722226202.3390197,34855826.92800907,1.25175
2157,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,3.5,737576506.088563,40130192.800551794,1.25175
2158,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,3.75,753344788.7003174,44432781.30109762,1.25175
2159,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,4.0,769723668.0593739,48118667.838189915,1.25175
2160,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,4.25,785152322.3804437,51534037.345570356,1.25175
2161,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,4.5,800388112.5779709,54315271.940724835,1.25175
2162,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,4.75,815552371.3662769,56339792.66056807,1.25175
2163,2.1666666666666667e-05,60,15,90,7.500000000000001e-06,5.0,829428001.220248,57895126.93888767,1.25175
2164,2.1666666666666667e-05,60,15,90,2.5e-06,0.25,262364152.8834859,4753613.855920111,0.929
2165,2.1666666666666667e-05,60,15,90,2.5e-06,0.5,521089256.0917095,8254026.871893836,0.929
2166,2.1666666666666667e-05,60,15,90,2.5e-06,0.75,601024078.3083608,6861114.9483342385,0.929
2167,2.1666666666666667e-05,60,15,90,2.5e-06,1.0,631516208.9187939,7312760.431736666,0.929
2168,2.1666666666666667e-05,60,15,90,2.5e-06,1.25,659178838.8132987,8080566.53874151,0.929
2169,2.1666666666666667e-05,60,15,90,2.5e-06,1.5,683485618.7261524,9252596.148081811,0.929
2170,2.1666666666666667e-05,60,15,90,2.5e-06,1.75,690461765.1606944,10048542.472200196,0.929
2171,2.1666666666666667e-05,60,15,90,2.5e-06,2.0,689166998.5383828,10032455.244320747,0.929
2172,2.1666666666666667e-05,60,15,90,2.5e-06,2.25,688177145.5249302,10596114.041103367,0.929
2173,2.1666666666666667e-05,60,15,90,2.5e-06,2.5,691193137.1564425,11778349.493845033,0.929
2174,2.1666666666666667e-05,60,15,90,2.5e-06,2.75,698691281.2625095,13849772.668211222,0.929
2175,2.1666666666666667e-05,60,15,90,2.5e-06,3.0,708878815.728997,17667205.720321693,0.929
2176,2.1666666666666667e-05,60,15,90,2.5e-06,3.25,720488886.2897153,22789956.65426982,0.929
2177,2.1666666666666667e-05,60,15,90,2.5e-06,3.5,734442590.0527029,29020908.29706341,0.929
2178,2.1666666666666667e-05,60,15,90,2.5e-06,3.75,749845873.2336673,35792847.85236997,0.929
2179,2.1666666666666667e-05,60,15,90,2.5e-06,4.0,765983241.022898,42369654.93957988,0.929
2180,2.1666666666666667e-05,60,15,90,2.5e-06,4.25,782186116.864583,47771026.742758095,0.929
2181,2.1666666666666667e-05,60,15,90,2.5e-06,4.5,794524886.4635884,53227858.44553509,0.929
2182,2.1666666666666667e-05,60,15,90,2.5e-06,4.75,810335444.1873307,58147275.82350345,0.929
2183,2.1666666666666667e-05,60,15,90,2.5e-06,5.0,824790546.5394554,61433561.02938159,0.929
2184,1.3333333333333337e-05,90,10,60,2.5e-06,0.25,143461173.10202432,5949902.061207399,1.4595
2185,1.3333333333333337e-05,90,10,60,2.5e-06,0.5,286938731.83302116,11887223.1776229,1.4595
2186,1.3333333333333337e-05,90,10,60,2.5e-06,0.75,409989502.36753637,20387506.663328577,1.4595
2187,1.3333333333333337e-05,90,10,60,2.5e-06,1.0,485514183.2657472,21709453.962200284,1.4595
2188,1.3333333333333337e-05,90,10,60,2.5e-06,1.25,563638122.7025046,13014076.367387302,1.4595
2189,1.3333333333333337e-05,90,10,60,2.5e-06,1.5,629714740.7161375,7522900.867261156,1.4595
2190,1.3333333333333337e-05,90,10,60,2.5e-06,1.75,648016481.1990215,8056022.354175966,1.4595
2191,1.3333333333333337e-05,90,10,60,2.5e-06,2.0,660013867.555621,9347998.623355515,1.4595
2192,1.3333333333333337e-05,90,10,60,2.5e-06,2.25,670061350.674751,11801677.944501039,1.4595
2193,1.3333333333333337e-05,90,10,60,2.5e-06,2.5,679707568.1748977,15210332.460889552,1.4595
2194,1.3333333333333337e-05,90,10,60,2.5e-06,2.75,688260968.0861976,18086238.80594375,1.4595
2195,1.3333333333333337e-05,90,10,60,2.5e-06,3.0,696061254.2273191,20156756.568673782,1.4595
2196,1.3333333333333337e-05,90,10,60,2.5e-06,3.25,702628831.4742012,21567998.106293503,1.4595
2197,1.3333333333333337e-05,90,10,60,2.5e-06,3.5,709869747.6512554,22673316.32305155,1.4595
2198,1.3333333333333337e-05,90,10,60,2.5e-06,3.75,718613951.5553443,23518668.173958592,1.4595
2199,1.3333333333333337e-05,90,10,60,2.5e-06,4.0,725478176.8397403,25281395.219145536,1.4595
2200,1.3333333333333337e-05,90,10,60,2.5e-06,4.25,730991352.1214848,27134926.46108435,1.4595
2201,1.3333333333333337e-05,90,10,60,2.5e-06,4.5,737074913.2461069,29806345.837356403,1.4595
2202,1.3333333333333337e-05,90,10,60,2.5e-06,4.75,743416969.7117388,31950094.664958403,1.4595
2203,1.3333333333333337e-05,90,10,60,2.5e-06,5.0,748927089.3482348,33744368.905873775,1.4595
2204,1.3333333333333337e-05,30,10,60,2.5e-06,0.25,124286171.40200284,4002478.9763467927,1.281
2205,1.3333333333333337e-05,30,10,60,2.5e-06,0.5,248431832.50599182,8017734.247033019,1.281
2206,1.3333333333333337e-05,30,10,60,2.5e-06,0.75,372234885.8454929,11950424.124653623,1.281
2207,1.3333333333333337e-05,30,10,60,2.5e-06,1.0,479138305.1372304,12739419.395945655,1.281
2208,1.3333333333333337e-05,30,10,60,2.5e-06,1.25,545848815.7064769,13564908.881409697,1.281
2209,1.3333333333333337e-05,30,10,60,2.5e-06,1.5,588680311.6479394,16580857.802497566,1.281
2210,1.3333333333333337e-05,30,10,60,2.5e-06,1.75,627084440.0526159,18719003.31676556,1.281
2211,1.3333333333333337e-05,30,10,60,2.5e-06,2.0,660200501.5614791,19918929.98186946,1.281
2212,1.3333333333333337e-05,30,10,60,2.5e-06,2.25,688295805.2737439,20693838.262644418,1.281
2213,1.3333333333333337e-05,30,10,60,2.5e-06,2.5,712638187.2815973,20955508.18622831,1.281
2214,1.3333333333333337e-05,30,10,60,2.5e-06,2.75,734591689.9257848,21009542.874607988,1.281
2215,1.3333333333333337e-05,30,10,60,2.5e-06,3.0,754764035.7602143,20800238.637238547,1.281
2216,1.3333333333333337e-05,30,10,60,2.5e-06,3.25,773141936.2507812,20464088.489700902,1.281
2217,1.3333333333333337e-05,30,10,60,2.5e-06,3.5,790332624.5245706,20076044.91217835,1.281
2218,1.3333333333333337e-05,30,10,60,2.5e-06,3.75,806134176.3722849,19783704.142336722,1.281
2219,1.3333333333333337e-05,30,10,60,2.5e-06,4.0,820416881.4714613,19627577.162783522,1.281
2220,1.3333333333333337e-05,30,10,60,2.5e-06,4.25,833160091.7433403,19825713.68644838,1.281
2221,1.3333333333333337e-05,30,10,60,2.5e-06,4.5,844768865.0136434,20459882.813169554,1.281
2222,1.3333333333333337e-05,30,10,60,2.5e-06,4.75,854930014.8180861,21499328.061341412,1.281
2223,1.3333333333333337e-05,30,10,60,2.5e-06,5.0,864576579.0550627,22583875.989452757,1.281
2224,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,0.25,117697302.73048723,4151949.207604506,1.875
2225,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,0.5,235219298.6124452,8310761.844553346,1.875
2226,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,0.75,352368314.47172546,12419525.704892695,1.875
2227,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,1.0,454577342.20741963,13410749.732502587,1.875
2228,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,1.25,509603647.01834416,14292699.252744507,1.875
2229,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,1.5,545233995.2180774,16478147.723464556,1.875
2230,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,1.75,581459291.1339964,18419742.882942583,1.875
2231,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,2.0,615841812.8721852,19472908.49586222,1.875
2232,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,2.25,645793923.4092207,19693316.511029135,1.875
2233,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,2.5,671379417.1241786,19501622.849058382,1.875
2234,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,2.75,693807353.8840177,19401554.004383713,1.875
2235,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,3.0,714191195.7331777,19377689.8117248,1.875
2236,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,3.25,733115365.173476,19444291.214620784,1.875
2237,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,3.5,750741627.5631317,19516220.659002725,1.875
2238,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,3.75,767255411.6900964,19611923.830073386,1.875
2239,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,4.0,782508106.892232,19715660.137269914,1.875
2240,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,4.25,796066804.918896,19799556.305349816,1.875
2241,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,4.5,808034238.3538972,19863342.77730505,1.875
2242,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,4.75,818413292.8628224,20025739.95981888,1.875
2243,1.3333333333333337e-05,30,10,60,7.500000000000001e-06,5.0,827111770.8259146,20302021.211855277,1.875
2244,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,0.25,132020782.35166441,4902929.11206436,1.249
2245,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,0.5,263798932.67349362,9814468.94112802,1.249
2246,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,0.75,394633709.3434193,14259018.373099308,1.249
2247,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,1.0,488551410.19149685,13302622.494492013,1.249
2248,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,1.25,537764295.9311323,14765660.530166773,1.249
2249,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,1.5,578878254.1782134,17034999.265067354,1.249
2250,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,1.75,618140298.3901992,18503770.376052134,1.249
2251,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,2.0,653494407.0958328,19164571.835740976,1.249
2252,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,2.25,683730062.2465298,19316591.170261692,1.249
2253,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,2.5,709894862.1913927,19201186.27731933,1.249
2254,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,2.75,733257828.2221634,19192963.604986034,1.249
2255,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,3.0,754268332.1639137,19315335.465205856,1.249
2256,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,3.25,773773811.228647,19437779.01751192,1.249
2257,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,3.5,791591336.8390529,19564352.496202797,1.249
2258,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,3.75,807836223.0946712,19673201.32989312,1.249
2259,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,4.0,822549498.3423482,19682309.020048834,1.249
2260,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,4.25,835509950.3547406,19711775.85751428,1.249
2261,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,4.5,846879282.1174283,19586821.942839112,1.249
2262,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,4.75,856817840.6976537,19583919.976353336,1.249
2263,1.3333333333333337e-05,30,20,60,7.500000000000001e-06,5.0,866071398.498551,20000444.696788464,1.249
2264,3e-05,30,20,60,7.500000000000001e-06,0.25,132919613.81922877,4790052.596372563,1.132
2265,3e-05,30,20,60,7.500000000000001e-06,0.5,265680717.63196322,9593020.623382289,1.132
2266,3e-05,30,20,60,7.500000000000001e-06,0.75,397310779.59001803,13824745.46384025,1.132
2267,3e-05,30,20,60,7.500000000000001e-06,1.0,493788809.2509124,12252105.896087471,1.132
2268,3e-05,30,20,60,7.500000000000001e-06,1.25,548406087.199502,12662652.757957866,1.132
2269,3e-05,30,20,60,7.500000000000001e-06,1.5,592632134.6338603,15093979.606720965,1.132
2270,3e-05,30,20,60,7.500000000000001e-06,1.75,634306299.0411168,16126575.380853746,1.132
2271,3e-05,30,20,60,7.500000000000001e-06,2.0,670468056.2708004,16303539.494868372,1.132
2272,3e-05,30,20,60,7.500000000000001e-06,2.25,701142489.4375131,16123903.584128028,1.132
2273,3e-05,30,20,60,7.500000000000001e-06,2.5,727851907.6997861,15836253.647578308,1.132
2274,3e-05,30,20,60,7.500000000000001e-06,2.75,751863590.825017,15665760.2970482,1.132
2275,3e-05,30,20,60,7.500000000000001e-06,3.0,774131704.954402,15549230.176504979,1.132
2276,3e-05,30,20,60,7.500000000000001e-06,3.25,794867484.6827043,15376624.500581153,1.132
2277,3e-05,30,20,0,7.500000000000001e-06,0.25,116799121.66965121,6892450.394607428,2.322
2278,3e-05,30,20,0,7.500000000000001e-06,0.5,233377090.47909325,13766792.010656646,2.322
2279,3e-05,30,20,0,7.500000000000001e-06,0.75,347939952.04905176,17992233.88545917,2.322
2280,3e-05,30,20,0,7.500000000000001e-06,1.0,434248419.93207335,13692286.434557186,2.322
2281,3e-05,30,20,0,7.500000000000001e-06,1.25,489429662.3681601,12286385.845398027,2.322
2282,3e-05,30,20,0,7.500000000000001e-06,1.5,518496063.53710324,12490125.64716387,2.322
2283,3e-05,30,20,0,7.500000000000001e-06,1.75,542421278.7893381,12601944.787321799,2.322
2284,3e-05,30,20,0,7.500000000000001e-06,2.0,564779650.7368038,12642172.601959476,2.322
2285,3e-05,30,20,0,7.500000000000001e-06,2.25,586235541.9505504,12616376.28272675,2.322
